Halaman,Berita
123,Mengangkat Semangat Masyarakat dalam Membangun Majapahit
123,Mahasiswa FEB UNAIR Raih Juara Favorit Hijab Hunt 2016
123,"Atasi Pencemaran, Beli Sayuran Cukup dengan Sampah Popok Bayi"
123,Mengatasi Trauma Kepala dengan Lapisan Otak Buatan dari Nata De Coco
123,"Cegah Perlekatan Organ Pascaoperasi, Mahasiswa UNAIR Ciptakan Agen Antiadhesi"
123,Bawang Merah Jadi Bahan Dasar Obat Pembasmi Kutu
123,UNAIR Congratulates Suara Surabaya for its Anniversary
123,UNAIR Students Win Third Place at National Physiotherapy Olympiad
124,UNAIR Ramaikan Ulang Tahun Suara Surabaya
124,"Kembangkan Minat dan Bakat Anak, Mahasiswa UNAIR Gagas Program Gubuk Panti"
124,"Atasi Kanker Payudara, Mahasiswa UNAIR Buat Alat Terapi"
124,UNAIR dan Kampus Nomor Satu di Asia Bahas Konsep Smart City
124,UNAIR Raih Peringkat Keempat Kampus Terbaik di Indonesia
124,UNAIR the Fourth Best University in Indonesia
124,UNAIR and Number 1 University in Asia Discuss Smart City Concept
124,UNAIR Students Develop Polymer and Ceramic Based Anti-Bacterial Bone
124,Belajar Ilmu Sosial sambil Bermain Monopoli Nusantara
124,Mahasiswa UNAIR Berhasil Ciptakan Lapisan Telinga Tiruan
124,"Kunjungi UNAIR, AIC Bahas Kerjasama Penelitian dan Ajang Research Summit"
124,Mahasiswa UNAIR Ciptakan Pengganti Massa Tulang dari Ekstrak Daun Sirsak
125,PPKK Gandeng Pertamina dan CIMB Gelar Workshop Persiapan Memasuki Dunia Kerja
125,Tradisi Carok di Madura Alami Pergeseran Makna
125,UNAIR to Collaborate with Global-level Practitioners to Improve Internationalization
125,Carok Tradition in Madura Shifts in Meaning
125,"Tingkatkan Internasionalisasi, UNAIR Gandeng Praktisi Tingkat Global"
125,Mahasiswa UNAIR Kembangkan Skrup Tulang Anti Bakteri Berbasis Polimer dan Keramik
125,UNAIR Students Succeed in Creating Artificial Eardrum
125,"Visiting UNAIR, AIC Discusses Research Collaboration and Research Summit Event"
125,UNAIR Hospital Achieves KARS Full Accreditation
125,Mahasiswa UNAIR Sukses Kembangkan Pelestarian Bahasa Jawa
125,Ciptakan Lingkungan Sehat dengan Mengonsumsi Tanaman Herbal
125,BEM UNAIR Satukan Organisasi Mahasiswa Daerah dengan Rektorat
126,BEM UNAIR Unites Regional Student Organization with University Management
126,"dr. Indri Lakshmi Putri, Ahli Bedah Rekonstruksi yang Langka di Indonesia"
126,RS UNAIR Raih Tingkat Paripurna dalam Akreditasi KARS
126,"dr. Indri Lakshmi Putri, Indonesian Exceptional Reconstructive Surgery Expert"
126,Proxy War Harus Dihadapi dengan Strategi Berbeda
126,Proxy War should be Faced with Different Strategy
126,Educates ABK Students through Boncabe Doll
126,FKM Students Invites Residents to Have Plastic Waste Social Gathering
126,Mengedukasi Siswa ABK Menggunakan Boneka Boncabe
126,Mahasiswa FKM Ajak Warga Arisan Sampah Plastik
126,"Taking the Moment, Rector Delivers his Fasting Remark with a Video"
126,Hijrah through ’Ramadhan Mubarak Airlangga’Activities
127,Bank Bukopin Installs ATM at UNAIR to Ease Students’ Transactions
127,HIMAHI adakan Simulasi Sidang PBB Bahas Perkembangan Dunia Maritim
127,"Manfaatkan Momen, Rektor Sampaikan Pesan Puasa melalui Video"
127,Mari Berhijrah dengan Serangkaian Kegiatan ’Ramadhan Mubarak Airlangga’
127,"Presenting New Variant, UNAIR Students Produce Dragon Fruit Sprinkles"
127,HIMAHI Holds UN Conference Simulation to Discuss Maritime Development
127,"Makbyur, UNAIR Students Effort to Encourage People to Consume Fruit and Vegetables"
127,"Hadirkan Varian Baru, Mahasiswa UNAIR Produksi Meises Berbahan Buah Naga"
127,Designs Gastric Pump to Insert Nutrition to Dysphagia Patient
127,"Permudah Transaksi Mahasiswa, Bank Bukopin Pasang ATM di UNAIR"
127,Rancang Alat Pompa Perut untuk Masukkan Nutrisi pada Pasien Disfagia
127,"Makbyur, Upaya Mahasiswa UNAIR Ajak Masyarakat Konsumsi Buah dan Sayur"
128,KASIH WUS Program to Suppress Miscarriage and Birth Defects
128,"Equilibrium, Theme Exploration in Indonesian Literature"
128,"UNAIR Allocates 1,568 Seats for Freshmen through Independent Admission"
128,BEM FF Gandeng Alumni Untuk Berbagi
128,"Equilibrium, Eksplorasi Tema dalam Sastra Indonesia"
128,BEM FF Collaborates with Alumni to Share
128,UNAIR Students Invent Operating Theatre Sterilizing Robot
128,Program KASIH WUS untuk Tekan Angka Keguguran dan Kecacatan Bayi Lahir
128,UNAIR Siapkan 1.568 Kursi Jalur Mandiri
128,"Karina Ratnaprilia, Drummer Muda Penuh Prestasi Asal FIB"
128,Mahasiswa UNAIR Ciptakan Robot Medis Pensteril Kamar Operasi
128,Training Mentally Disabled to Live Healthy and Independently
129,UKM Ju Jitsu Borong Medali di Kejuaraan Tingkat Nasional
129,ITD UNAIR Be Excellence Center of Science and Technology Higher Education on Medical and Drugs
129,"With Pertamina, UNAIR Students Develop Foam Level Measurement Software in Lubricants"
129,"ITD UNAIR Jadi Pusat Unggulan IPTEK, Perguruan Tinggi Bidang Kesehatan dan Obat"
129,Jas Biru Kembali Berkibar di Ajang Riset Sains
129,Melatih Para Tuna Grahita agar Hidup Sehat dan Mandiri
129,"Gandeng Pertamina, Mahasiswa UNAIR Kembangkan Software Pengukur Kadar Busa Pelumas"
129,UKM Ju Jitsu Gets Medals in National Competition
129,Introduces Beauty Business Opportunity in Former Prostitution Area Dolly
129,Kenalkan Peluang Bisnis Kecantikan di Wilayah Eks Lokalisasi Dolly
129,"Ramadhan, Moment for Self-Awareness"
129,Lahan Penelitian Klientelisme Politik Lokal Masih Terbuka Luas
130,"Ramadhan, Momentum Penyadaran Diri"
130,FEB Holds Business Competition and Seminar to Stimulate Entrepreneurship
130,"Tumbuhkan Semangat Wirausaha, FEB Adakan Kompetisi dan Seminar Bisnis"
130,UNAIR Welcomes Bidikmisi Students with Motivation
130,Mahasiswa HI Ajak Diskusikan Pembangunan Kota dan Dampaknya
130,Catatan Hati Seorang Guru Les
130,Students’ Ideas Needed to Improve Indonesian Infrastructure Development
130,"Unfolding the Story of a Doctor, an Educator and a Diplomat"
130,FK UNAIR DBD and Typhus Expert Departs
130,Rector Welcomes Community Complaint while Sitting on the Floor
130,"Hobi Berkuda Sejak Kecil, Mahasiswa Komunikasi UNAIR Wakili Jatim di PON Jabar"
130,UNAIR Sambut Maba Bidikmisi dengan Motivasi
131,"Dengan Lesehan, Rektor Sambut Sambat Warga"
131,Butuh Ide dari Mahasiswa Guna Tingkatkan Pembangunan Infrastruktur Indonesia
131,Lakon Sang Prabu dalam Naskah Festival Wayang Airlangga
131,"Menyesap Cerita Seorang Dokter, Pendidik, dan Diplomat"
131,Pakar DBD dan Tifus FK UNAIR Berpulang
131,"Ramadhan Tiba, Siapkan Niat Dan Hati"
131,IKAFE ‘82 and IKAFE ’85 Keeps Making Donation to Ulul ‘Azmi Mosque
131,IKAFE ‘82 dan IKAFE ’85 Terus Sumbang Pembangunan Masjid Ulul ‘Azmi
131,FST Students Discover Digestive Organ Covering Membrane to Deal with Gastroschisis
131,UNAIR Library Gathers Lecturers’ Book Collection in a Corner
131,Terbuailah Ripah
131,Perpustakaan UNAIR Kumpulkan Koleksi Buku Dosen dalam Satu Pojok
132,Mahasiswa FST Temukan Selaput Penutup Organ Pencernaan untuk Atasi Kasus Gastroschisis
132,Implementing Pancasila Values in Holding State
132,Mengamalkan Nilai-Nilai Pancasila dalam Bernegara
132,UNAIR Renovates Food Stalls Around Campus
132,UNAIR Bedah Warung Warga Sekitar Kampus
132,"Harmoni Angklung Jagir, Dari Jalanan Ke Panggung Pentas"
132,Peran Indonesia dalam Penyelesaian Sengketa Laut Cina Selatan
132,83 Persen Remaja Tidak Bisa Lepas dari Media Sosial Barang Sehari Pun
132,Indonesia Roles in South China Sea Dispute Settlement
132,83 Percent of Teenagers Inseparable from Social Media
132,"Harmoni Angklung Jagir, From the Street to the Stage"
132,UNAIR Students Win 3 Silver Medals in Math and Science Olympiad
133,2.018 Students through SNMPTN to Re-register
133,Rektor UNAIR Ajak Calon Mahasiswa Termuda Berbincang
133,2.018 Mahasiswa Baru Jalur SNMPTN Berpeluang Daftar Ulang
133,2.018 Students through SNMPTN to Re-register
133,Ujian SBMPTN CBT dan PBT di UNAIR Berjalan Lancar
133,"Cinta Surabaya, Mahasiswa FEB UNAIR Cetuskan Bisnis Clothing Line"
133,"Hidupkan Ikoma, FIB UNAIR Kenalkan Cyber Campus Pada Orang Tua"
133,Mahasiswa HI UNAIR Ramaikan Konferensi Internasional ASEAN dan Globalisasi
133,Tim Psikologi UNAIR Juara Bertahan Festival Rujak Uleg
133,MAYA
133,Pemkab Gorontalo Collaborates with UNAIR in Many Sectors
133,HI UNAIR Students Crowd ASEAN and Globalization International Conference
134,"Prihatin Akan Budaya Mengemis, Pemuda Madura Ikuti Komunitas Binaan Mahasiswa UNAIR"
134,"Love Surabaya, FEB Students Start Clothing Line"
134,CBT and PBT SBMPTN in UNAIR Runs Smoothly
134,FIB UNAIR Introduces Cyber Campus to Parents
134,UNAIR Rector Talks with Future Youngest Freshman
134,"Atasi Kematian Ikan, FPK Sebar Anti Racun di Danau UNAIR"
134,Wabah Flu Burung Hambat Perekonomian Indonesia
134,Mahasiswa UNAIR Raih Tiga Medali Perak di Olimpiade Matematika dan IPA
134,Pemkab Gorontalo Jalin Kerjasama dengan UNAIR untuk Tangani Multi Bidang
134,Psychology UNAIR Team Retains Championship at Rujak Uleg Festival
134,Avian Flu Epidemic Hampers Indonesian Economy
134,"Cegah Bahaya Merkuri, Mahasiswa UNAIR Produksi Seperangkat Uji Bernama “KUMAK”"
135,Menikmati Potret Surabaya Bersama Silampukau
135,Alumni Sastra Indonesia Berkarir Jadi Model Internasional
135,Putri Indonesia 2014 Jemput Gelar Sarjana Hukum Usai Kontes Kecantikan
135,Putri Indonesia 2014 Conferred Bachelor of Law after Pageant Contest
135,Indonesian Literature Alumnus in International Modeling
135,UNAIR Students Produce KUMAK to Prevent Mercury Poisoning
135,UNAIR Officials Discuss University Achievements and Targets
135,"In 2017, UNAIR New Repository Ready to be Used"
135,Delving into Wisdom in Nationalistic Contemplation
135,Spreading Hopes to Study in Land of Cherryblossoms
135,"High Accident Rate, Doctors Educate on Physical Trauma Treatment"
135,"Tahun 2017, Repositori Baru UNAIR Siap Digunakan"
136,Menunggu Peraturan Rektor tentang Akses Terbuka Repositori
136,"Kasus Kecelakaan Tinggi, Dokter Bekali Diri Atasi Trauma"
136,Menebar Harapan Mahasiswa ke Kampus Negeri Sakura
136,Pimpinan UNAIR Bahas Capaian dan Target Universitas
136,Menyelami Hikmah dalam Tadabbur Kebangsaan
136,Mengenal Keberagaman Budaya melalui International Day
136,Waiting for Rector Decree for Repository Opened Access
136,Understanding Cultural Diversity through International Day
136,UNAIR Starts Cooperation with SKK Migas
136,Ustadz Taufik Expects Ulul ‘Azmi Mosque UNAIR to be Islamic Study Center
136,Ustadz Taufik Harapkan Masjid Ulul ‘Azmi UNAIR sebagai Pusat Kajian Islam
136,Masjid Ulul ‘Azmi Bantuan Alumni UNAIR Diresmikan
137,UNAIR Rintis Kerjasama dengan SKK Migas
137,Ulul ‘Azmi Mosque from UNAIR Alumni Officially Opened
137,Mahasiswa FEB Raih Award di Malaysia
137,AcSES Motivates Young Entrepeneurs through Business Seminar
137,FKp Students Holds Community Service in Tambaksari
137,AcSES Motivasi Entrepeneur Muda Melalui Seminar Bisnis
137,Mahasiswa FKp Adakan Pengabdian Masyarakat di Tambaksari
137,"Juarai Pekan Seni Mahasiswa Daerah, Siap Berlaga ke Tingkat Nasional"
137,"Winning at Regional Arts Week, Ready to Compete at National Level"
137,Ide Menarik dari Kampus Unggulan Negeri Kanguru
137,Tadabbur Kebangsaan Bareng Cak Nun dan Kiai Kanjeng di UNAIR
137,Menjadi Pemimpin Bukan Sekedar Pemimpi
138,"Dua Kali Gagal Seleksi, Lutvy Arsanti Wakili UNAIR di Ajang Mawapres Nasional"
138,Manusia Selayaknya Menghormati dan Tidak Menyakiti Binatang
138,Banyak Istilah Yang Melecehkan Masyarakat Adat
138,Many Terms Disrespect Traditional Community
138,UNAIR Delegations Win Islamic Study Competition
138,Delegasi UNAIR Raih Juara Kompetisi Studi Ekonomi Islam
138,Humans should Respect and Never Harm Animals
138,"Fail Twice, Lutvy Arsanti Represents UNAIR in National Mawapres"
138,Being a Leader not only a Dreamer
138,Nationalistic Contemplation with Cak Nun and Kiai Kanjeng at UNAIR
138,MSHP UNAIR Discusses Human Rights with Japanese Professor
138,Interesting Ideas from Excellent University in the Land of Kangaroos
139,UNAIR and Curtin University Discuss International Collaboration
139,UNAIR dan Curtin University Diskusikan Kerjasama Internasional
139,MSHP UNAIR Diskusikan Perspektif Hak Asasi Manusia Bersama Profesor Asal Jepang
139,"Komunitas Saman FKp Gigih Berlatih, Bermimpi Go Internasional"
139,"Rayakan Waisak, Anggota UKM Buddha Ajak Masyarakat Donor Darah"
139,UNAIR Mantapkan Pembangunan Kampus E di Gresik Utara
139,Two UNAIR Teams Win Debating Competition
139,HI UNAIR Adakan Diskusi Musikal Balada Kota
139,"Anniversary of Surabaya, PPKK Joins Exhibition at Surabaya Great Expo"
139,UNAIR Holds Dialogue for Youth Mental Revolution
139,Manajemen Pemasaran UNAIR Gandeng Tiga Pebisnis Sukses
139,Ju Jitsu UNAIR Sabet Medali di Dua Event Berturut-Turut
140,Eksistensi dan Pesona Kesenian Tradisional Kentrung di Blitar
140,Holds Entrepreneurial Exhibition to Develop Potentials
140,Menyaksikan Semangat Kartini di FKG
140,"Ulang Tahun Surabaya, PPKK Ikuti Pameran Surabaya Great Expo"
140,Kembangkan Potensi Diri dengan Gelar Pemeran Wirausaha
140,Dua Tim UNAIR Raih Jawara Lomba Debat
140,UNAIR Steadily Develops Campus E in Northern Gresik
140,UNAIR Gelar Dialog Kampus Merevolusi Mental Para Pemuda
140,UKM Orchestra UNAIR Sukses Menggelar Konser Perdana
140,UKM Voli Adakan Kompetisi Bola Voli Tingkat Nasional
140,"To Reach Top 500 World University, FKG Signs MOU with Osaka University"
140,IKGA Participates Actively at Walk For Autism
141,UNAIR Jalin Kerjasama dengan PT Penjaminan Infrastruktur untuk Percepat Pembangunan
141,"Kejar Ranking 500 Dunia, FKG Lakukan MOU dengan Osaka University"
141,Orchestra UKM UNAIR Holds Successful First Concert
141,IKGA Berpartisipasi Aktif dalam Walk For Autism
141,Volleyball UKM Holds National Competition
141,UNAIR Cooperates with PT Penjaminan Infrastruktur to Accelerate Development
141,PPJPI UNAIR Genjot Publikasi Jurnal Bereputasi Internasional
141,PPJPI UNAIR Supports International Journal Publications
141,Japanese Professor to Inquire Thesis and Dissertation MSHP UNAIR
141,FH UNAIR Adakan Diskusi Upaya Penghapusan Hukuman Mati
141,Islamic Development Bank Danai Riset di UNAIR
141,"Kuliah Inspiratif, Hadirkan Dokter Inspiratif Berjiwa Kewirausahaan"
142,Peduli Kesehatan Santri Ala Mahasiswa Ekonomi Islam
142,Commnight Lengkapi 28 Tahun Komunikasi UNAIR
142,"Bekal Lolos SBMPTN, Tidak Sekedar Pintar"
142,Dosen dan Staf PDD UNAIR Banyuwangi Ikut Turnamen Futsal Kapolres Cup
142,Profesor Jepang Bersedia Menjadi Penguji Tesis dan Desertasi MSHP UNAIR
142,Akses Pintu Masuk FK UNAIR Dikembalikan ke Era Peninggalan Belanda
142,UNAIR Radio Entertains Students with Acoustic Music
142,"Malaysian Night, Gathering Night of Malaysian Students in Indonesia"
142,FKG Wins at 3rd DREAM International Event
142,Islamic Economics Students Concern to Islamic Boarding School Students Health
142,Inspiring Lectures from Inspiring Doctors with Entrepreneurship
142,Commnight Completes 28 Years of Communication UNAIR
143,FH UNAIR Holds Discussion on Death Penalty Abolishment Effort
143,Radio UNAIR Hibur Mahasiswa dengan Musik Akustik
143,"Malaysian Night, Ajang Saling Sambang Ala Mahasiswa Negeri Jiran di Indonesia"
143,Alifia atau Alisa (2)
143,Access Door FK UNAIR Returned to Dutch Building Style
143,FKG Raih Kemenangan di Ajang Internasional 3rd DREAM
143,"To Get Through SBMPTN, Being Smart Not Enough"
143,PDD UNAIR Banyuwangi Lecturers and Staff Compete in Futsal Tournament Kapolres Cup
143,Islamic Development Bank Funds Researches in UNAIR
143,Know Correct Ways and Time to Do Exercise
143,[Podcast] AYMUN Discuss Maritime Issues on UN Conference Simulation
143,Entrepreneurship Program Participants Join Bootcamp
144,UNAIR Gives 190 Students Scholarships
144,Faculty of Vocations Holds Database Training Program to Produce Competent Teachers and Students
144,Ketahui Cara dan Waktu yang Tepat Berolahraga
144,[Podcast] AYMUN Bahas Isu Kemaritiman pada Simulasi Sidang PBB
144,Peserta Program Wirausaha Ikuti Boothcamp
144,UNAIR Berikan Beasiswa kepada 190 Siswa
144,"Cetak Pengajar dan Mahasiswa Kompeten, Fakultas Vokasi Adakan Training Program Database"
144,FK UNAIR Anugerahi Visiting Professor kepada Pakar Preeklampsia Dunia
144,"Menuju Denali, Tim Atlet WANALA UNAIR Jalani Pemeriksaan Kesehatan"
144,FK UNAIR Awards Visiting Professor to World’s Preeclampsia Expert
144,"Heading for Denali, WANALA UNAIR Team Undergoes Medical Check-up"
144,"Rania Tasya Ifadha, FK UNAIR Youngest Student through SNMPTN 2016"
145,"Syarifah Salsabila, Aged 14 Be the Youngest Student of FST UNAIR"
145,BPK Chairman Gives Lectures at Faculty of Economics and Business
145,Dua Pelajar 14 dan 15 Tahun Ini Lolos SNMPTN di UNAIR
145,"Pererat Tali Persaudaraan Mahasiswa, HIMAHI UNAIR Adakan Acoustic Night"
145,"Rania Tasya Ifadha, Mahasiswa Termuda FK UNAIR Jalur SNMPTN 2016"
145,"Syarifah Salsabila, Anak 14 Tahun Jadi Mahasiswa Termuda FST UNAIR"
145,"Kunjungi UNAIR, Ketua BPK Berikan Materi Kuliah di Fakultas Ekonomi dan Bisnis"
145,"Two Young Students, Aged 14 and 15 Through UNAIR SNMPTN"
145,Alifia atau Alisa (1)
145,HIMAHI UNAIR Holds Acoustic Night to Strengthen Ties Among Students
145,FIB UNAIR Dean: Disseminate Healthy Life Style through Calisthenics and Fun Walk
145,Dekan FIB UNAIR: Diseminasikan Hidup Sehat dengan Senam dan Jalan Sehat
146,GELIAT UNAIR Voices Concern to Maternal and Infant Mortality
146,[Podcast] Mahasiswa Vokasi Rancang Alat Peningkat Kualitas Tidur
146,UNAIR Bekali Ribuan Calon Mahasiswa dengan Try Out SBMPTN
146,Kediri Welcomes Warmly UNAIR Study Excursie Participants
146,Kantor Pengawasan dan Pelayanan Bea dan Cukai Ajak Mahasiswa Pahami Kapabeanan
146,"Lewat GELIAT UNAIR, Pupuk Kepedulian Terhadap Kematian Ibu Hamil dan Bayi"
146,Tourism Program Invites Guests to Enjoy the Wonderland
146,[Podcast] Science and Tech Students Design Sleep Improvement Device
146,UNAIR Assists Future Students through SBMPTN Try Out
146,Customs Supervising and Service Agency Educates Students
146,Kediri Sambut Baik Peserta Study Excursie UNAIR
146,Diploma Pariwisata Ajak Pengunjung Nikmati Dunia Wonderland
147,Postpone Graduation for National Best Student with Achievements
147,Rombongan Tim Sabang-Merauke MPR Tiba di UNAIR
147,Tunda Kelulusan demi Jadi Mawapres Nasional
147,Pentingnya Sikap Mawas Diri dan Hati-hati
147,Peri-peri Mengambil Nyawa Kami
147,Sabang-Merauke MPR Team Arrives at UNAIR
147,Everyone can be Public Relations
147,The Importance of Introspection and Caution
147,Setiap Orang Bisa Jadi Humas
147,The Late Prof. Eman Active In Service until his Passing
147,UNAIR Adopts Quality Management Based on Risk
147,"Excels in Medical Field, Chinese Delegation Invites UNAIR for Collaboration"
148,"Almarhum Prof Eman, Tetap Aktif Mengabdi Hingga Tutup Usia"
148,UNAIR Ubah Manajemen Mutu Berbasis Risiko
148,"Unggul di Bidang Kedokteran, Delegasi Tiongkok Ajak Kerjasama Sivitas UNAIR"
148,Here are the Winners of DARMABANGGA 2016 Poster Competition
148,Inilah Para Pemenang Lomba Poster DARMABANGGA 2016
148,MKWU Team Chooses Kediri for Study Excursie 2016
148,UKM PSUA Holds National Choir Competition
148,Academician Expected to Give Legislative Council Inputs
148,Tim MKWU Pilih Kediri sebagai Tempat Study Excursie
148,"Di Era Global, Pustakawan Mesti Siap Menerima Masukan Customer"
148,Librarian Must Ready to Accept Customers Input in Global Era
148,UNAIR Admission Opportunity Open Wide
149,Akademisi Dituntut Memberikan Masukan kepada Pihak Legislatif
149,UNAIR Faculty of Law Dean Passes Away
149,Dekan Fakultas Hukum UNAIR Tutup Usia
149,"Tingkatkan Eksistensi, UKM PSUA Adakan Kompetisi Paduan Suara Nasional"
149,Terbuka Lebar Kesempatan untuk Menjadi Mahasiswa UNAIR
149,UNAIR Incites Cooperations to Be Independent Campus
149,USU Sees UNAIR Board of Trustees as Benchmark
149,FKUA Students Makes Achievement in Scientific Poster Competition through MiRNA Research
149,[Podcast] UNAIR Holds Airlangga Got Talent to Seek Potential Talents
149,"No need to “Poke”, Colorectal Cancer Detected More Comfortably through Blood Test"
149,Galakkan Kerja Sama demi Wujudkan Kampus Mandiri
149,"[Podcast] Jaring Bakat Potensial, UNAIR Gelar Airlangga Got Talent"
150,USU Jadikan Majelis Wali Amanat UNAIR sebagai Benchmark
150,"Usung Topik MiRNA, Mahasiswa FKUA Raih Prestasi di Lomba Poster Ilmiah"
150,"Tak Perlu Dicolok, Deteksi Kanker Usus Lebih Nyaman dengan Tes Darah"
150,[Podcast] UNAIR Students Produces Natural Sweetener Made of Aloe vera
150,"Makes Achievement, Logical Thinking Student Club Ready for Next Level"
150,"UKM Karate Gets Medals, Uses Limitation as Trigger to Achievement"
150,[Podcast] Mahasiswa UNAIR Produksi Pemanis Alami Berbahan Lidah Buaya
150,"Baru Ukir Prestasi, UKM Penalaran Bersiap ke Level yang Lebih Tinggi"
150,"UNAIR Admits 2,098 Applicants through SNMPTN"
150,Campus C UNAIR Mosque Construction Committee Receives Rp 160 Million
150,Prevent Diabetes Mellitus through Health Cadre Formation
150,"A Decade of Airlangga Bojonegoro Community, Holds Community Service and Feast"
151,"UKM Karate Sabet Medali, Jadikan Keterbatasan Sebagai Pemicu Prestasi"
151,UNAIR  Terima 2.098 Pendaftar Jalur SNMPTN
151,Cegah Diabetes Melitus dengan Bentuk Kader Kesehatan
151,"Satu Dekade Airlangga Bojonegoro Community, Gelar Pengmas dan Tasyakuran"
151,Panitia Pembangunan Masjid Kampus C UNAIR Terima Bantuan Rp 160 Juta
151,English Literature Incites Writing Habit
151,Commersale Vol 3 Brings Festivities on Communication Department Anniversary
151,"Lewat Kunjungan, Raih Inspirasi dan Impian"
151,Ajak Mahasiswa Bikin Action Plan dan Kunjungi Kampung Green and Clean
151,Tradisi Menulis Ala Departemen Sastra Inggris
151,Two UNAIR Students to Participate at ASEAN University Games Next July
151,Commersale Vol 3 Meriahkan Ultah Departemen Ilmu Komunikasi
152,Dua Mahasiswi UNAIR Ikuti ASEAN University Games Juli Mendatang
152,"Through Campus Visit, to Get Inspiration and Dream"
152,Invite Students to Make Action Plan and Visit Green and Clean Village
152,"Launch and Review Book, Literature and Culture Study Potential Choice of Program"
152,Students from Palangkaraya Crowd UNAIR Store
152,Pramuka should Go Along with Developments
152,FKH Invites Japanese and Korean Students in Community Service
152,"Agar Tidak Dianggap Kuno, Pramuka Harus Ikuti Perkembangan"
152,Mahasiswa Palangkaraya Ramai-Ramai Kunjungi UNAIR Store
152,"Gelar Peluncuran dan Bedah Buku, Magister Kajian Sastra dan Budaya Layak Jadi Pilihan"
152,FKH Ajak Mahasiswa Jepang dan Korea Ikuti Pengabdian Masyarakat
152,Dari Balikpapan Ingin Dapat Informasi tentang UNAIR
153,From Balikpapan to Get Information about UNAIR
153,Study Democracy in the Land of Ginseng
153,Universities in East Java and West Australia Agree on Four Aspects of Collaborations
153,PTN Jatim dan Australia Barat Sepakati Empat Hal Kerjasama
153,Belajar Demokrasi di Negeri Ginseng
153,FK Quartet to Represent UNAIR in National MIPA Olympiad
153,Kwartet Mahasiswa FK Wakili UNAIR ke Olimpiade MIPA Tingkat Nasional
153,"Mobility and Programs, Two Aspects UNAIR International Education"
153,Prof. Emeritus Patrick Encourages Students to Develop Artemia Culture
153,People Underestimate Injury for Choosing Traditional Treatment Instead of Medical Treatment
153,"Mobilitas dan Prodi, Dua Aspek Program Pendidikan Internasional di UNAIR"
153,Perkembangan Teknologi Ubah Sejarah Kehidupan
154,Guru Besar ini Capai Gelar Profesor Dalam Waktu Satu Minggu
154,Pentingnya Pendekatan Interdepedensi dalam Organisasi
154,Prof. Emeritus Patrick Ajak Mahasiswa Kembangkan Budidaya Artemia
154,"Peringati Hardiknas dengan Kerja, Inovatif, dan Kompetitif"
154,This Professor Achieves Professorship In One Week
154,"With Media Crews, PPKK Gives Tips to Succeed in Media"
154,UNAIR Confers Three New Professors
154,Technological Development Changes History
154,Teater Gapus to Get Ready for Peksiminas 2016 Art Competition
154,Interdependency Approach Importance in Organization
154,"Celebrate Education Day with Hardwork, Innovation and Competitiveness"
154,Teater Gapus Siap Songsong Ajang Lomba Seni Peksiminas 2016
155,UNAIR Kukuhkan Tiga Guru Besar Baru
155,Masyarakat Anggap Remeh Cedera dengan Memilih Ahli Sangkal Putung Dibanding Ahli Medis
155,"Gandeng Awak Media, Beri Tips Sukses Berkarir di Media"
155,PTN di Jatim Kuatkan Kerjasama dengan Perguruan Tinggi Australia Barat
155,"Kemenristekdikti-UNAIR Publicize, Monitor and Evaluate Foreign Researcher Permit"
155,Samsung Ajak Mahasiswa UNAIR Berbagi Ide Kreatif
155,FH UNAIR Collaborates with Ministry of Foreign Affairs to Discuss Business and Human Rights
155,Congenial Atmosphere of Three UNAIR Professorship Inauguration Press Conference
155,Samsung Invites UNAIR Students to Share Creative Ideas
155,Universities in East Java Reinforce Collaboration with West Australian Universities
155,Suasana Cair Warnai Konferensi Pers Pengukuhan Tiga Guru Besar UNAIR
155,FH UNAIR Gandeng Kemlu RI Diskusikan Bisnis dan HAM
156,Kemenristekdikti-UNAIR Gelar Sosialisasi dan Monev Perizinan Peneliti Asing
156,Dubes Triyono Wibowo: Kewajiban Perlindungan HAM Bukan Hanya Milik Negara
156,Ambassador Triyono Wibowo: Human Rights Protection Not Only State Obligation
156,UNAIR Collaborates with Citilink to Realize University Holding
156,"Nurmalasari, Alumnus Serves in Mentawai"
156,Mahasiswa FKH Juarai Kompetisi Internasional Birdwatching di Selangor
156,UNAIR Sediakan 175 Komputer untuk Tes SBMPTN
156,"Cerita Nurmalasari, Alumni Yang Abdikan Diri di Mentawai"
156,UNAIR Gandeng Citilink Wujudkan Visi University Holding
156,[Podcast] Scouting UKM Creates Scout Master and Cadres through Basic Scouting Course
156,UNAIR Provides 175 Computers for SBMPTN Test
156,FKH Students Won Birdwatching Competition in Selangor
157,[Podcast] UKM Pramuka Cetak Pembina dan Kader Lewat Kursus Mahir Tingkat Dasar
157,UNAIR Accelerates Lecturer Certification
157,Fakultas Farmasi Siap Jadikan SDA Indonesia sebagai Ikon Level Dunia
157,UNAIR Percepat Proses Sertifikasi Dosen
157,Postgraduate School Lifts Programs’ Spirit of Togetherness
157,"Kartini’s Day Festivity in Faculty of Vocations, Dare to Dream through Tree of Hope"
157,Pascasarjana Pacu Semangat Kebersamaan Semua Prodi
157,"Semarak Kartinian di Fakultas Vokasi, Berani Bercita-Cita Lewat Pohon Harapan"
157,Faculty of Pharmacy Ready to Make Indonesian Natural Resources Be Icon at International Level
157,Detect Early Signs of Sexual Assault to Children
